248626,192867,54277,232350
382307,254584,46515,168775
440870,399855,10903,40217
117466,63494,13863,498171
127436,26836,47074,408376
97934,279,81560,162252
190544,1025,173016,50295
336378,237038,5090,341610
404851,230253,119312,192521
255186,150458,68508,489662
271325,33070,54398,330325
38094,34782,2807,20487
36599,16321,829,101756
145232,29203,81900,62848
241931,117575,28517,324065
137925,13355,100322,323065
378743,313529,6924,162652
278810,37355,103192,481009
47765,30854,1586,218649
172861,15775,42240,207422
189801,86720,41244,182541
187255,44908,18344,69274
316951,150550,112133,84738
301523,1473,242681,355659
188865,82340,78094,310161
49682,3407,2254,204742
27822,18466,2881,454300
332996,194980,52018,8718
211083,116530,55103,347158
156530,155821,666,436449
262805,20389,203342,209612
424350,46498,133235,487506
4973,1443,764,249338
243164,192036,27932,63729
356540,258536,6323,247132
261907,118445,73528,186443
252597,154010,30131,24563
198608,160621,16664,95725
398445,120326,135047,400627
124745,83576,420,193579
360072,91988,140710,331142
456148,385633,44073,415782
85781,4067,40050,473080
160111,14571,142179,308676
458383,433350,9198,310760
129243,88602,13319,293626
105027,53976,36877,160208
255801,8881,85365,345006
235943,174302,22197,295183
466559,91414,311845,360625
13604,2498,5095,159006
374465,29245,178927,147281
445069,168918,170802,484844
104473,69229,34167,332
89919,16617,33235,220889
76513,53804,9720,115386
259438,104192,145049,460388
7616,1633,360,106665
181056,103486,63048,249758
221598,186737,27851,381437
293368,289934,2693,402522
21811,19490,739,386075
148853,35105,46459,378071
263908,120499,61031,240413
163280,136811,7004,259971
135926,44834,43858,34651
292548,137713,119017,476664
278097,15841,84159,14322
321107,147120,43300,441625
103864,91001,6071,176578
99823,40393,25215,187606
93210,47504,19894,220312
127162,56403,25530,332555
419908,106533,13902,40620
407813,192795,170683,76230
72398,54827,12186,395703
89204,50223,29287,95135
15131,6608,6163,451185
440926,219858,196920,252951
101067,56406,2542,162161
473922,87572,31812,362381
361803,220066,116945,14490
84836,45930,18961,89582
217827,9890,1299,109587
294615,265969,6149,276068
446506,131880,215362,204895
478911,208921,36495,79312
208126,174106,861,292216
240043,182330,57563,58850
249145,53800,51816,83649
39112,30523,1529,15238
136759,9296,59395,409604
417434,212573,44197,394170
285614,60748,152711,200419
113052,63112,21262,370262
232006,103284,50065,92324
355543,165668,141139,27708
239486,73022,147433,272034
34279,20584,5984,390757
44927,40628,1645,57501
133404,114491,15930,297100
293713,63031,148638,48505
169042,61473,77310,144501
151158,84547,56858,311311
184717,41858,26834,121419
21734,2315,12754,443008
131617,127836,676,68465
211602,6967,94110,254841
222356,50060,165827,194831
227958,76294,81215,341778
278968,2156,233418,245953
201814,85885,22079,159711
300167,52697,9733,304723
438188,43774,282637,44360
381491,45291,295474,117932
499800,354607,46668,328881
297417,136986,11460,431614
46258,215,4009,154176
85426,55925,21188,95318
411693,366940,17139,433247
469445,452397,10310,318799
240101,134233,45866,437720
467594,442946,8622,149578
295088,157841,57868,372919
488077,162126,103674,372732
216225,136130,56211,296240
229024,174139,14474,233650
121718,92933,12600,143384
99182,82447,5395,444618
95213,17318,67127,137403
144416,5595,52928,76959
227975,216825,6791,251940
475554,153934,51069,446652
136732,33158,43524,425389
38916,28445,9651,238614
132071,82773,15598,2056
371509,204515,90178,67547
349297,191816,82950,200661
182792,126195,12495,132768
60810,49955,1414,233321
193327,56877,38375,89810
297663,175429,121473,256866
438005,335022,3069,321689
153482,79615,71106,325222
437875,301668,104403,257272
11893,3636,3744,7677
478086,3210,221555,104871
170051,17439,90230,158028
22055,15046,4907,58190
422317,13516,94657,261225
367825,194408,62418,298392
369417,319057,48837,322778
147519,17382,124890,166648
389824,54131,203382,201119
60706,34910,21045,103842
8337,4071,1158,405817
311795,117706,106781,268190
437110,290706,93301,241555
72023,49016,10545,471774
209696,177209,19460,343453
222566,116127,77408,14861
172912,3011,60776,208049
402803,27282,52972,290770
443499,279470,31563,256205
433207,331305,41206,193447
164046,9321,146765,448062
71615,51836,3142,389458
464351,169848,203862,385525
91941,53551,27409,367705
188062,181519,4444,291810
92169,20698,14725,379425
447751,109749,184065,458615
112477,3017,8009,119108
72296,58764,4677,357496
346421,131522,187413,60782
166554,163756,560,158366
480356,331770,121348,305338
325308,256415,17820,8251
369392,35166,228725,194108
136424,41824,79374,233415
58438,3222,27091,411767
13975,7395,4768,91119
338373,145488,175122,298975
357663,157736,166207,131241
174846,49322,94080,374253
340491,244309,80517,315219
472481,122599,257182,304045
408878,267618,118322,122204
498677,491374,563,83243
454248,8675,300747,431238
322429,167623,76120,64823
284615,264392,12891,492669
90880,80071,9662,271185
423837,269191,50149,197306
4578,2592,771,438551
165556,36491,110041,225388
67977,16645,47912,125600
16983,2685,13888,382911
487333,60914,339045,283255
405850,138204,625,410863
42204,7908,8836,126566
15709,11274,2375,357617
149814,115239,16543,461596
472142,7177,212462,355363
214951,91411,83007,410779
165110,23823,46643,220153
392804,263154,11708,288407
68444,61971,6471,33533
444110,195925,157711,308697
86598,12548,42750,424004
83532,40923,14887,222875
418080,270097,142547,245411
474962,286929,88187,273372
267400,109937,146039,348347
264944,210281,31159,57860
484885,383972,95244,347909
24650,23303,456,308281
14729,2617,8435,304868
224472,192061,14709,157876
206777,16759,64528,174369
140075,37484,99361,153531
74868,59278,11133,152854
316620,211792,71406,257022
425934,329698,30953,55424
324964,244424,38923,496124
110050,38583,61109,476497
83241,62826,4242,153376
173262,20231,44564,336120
97070,64613,29192,136072
404631,345607,3285,70416
222595,103821,60714,133400
373222,306685,55595,160836
86257,4106,48540,379987
344903,58373,249329,109830
335068,21726,226215,175029
401683,324457,41229,326223
355570,45134,260084,101478
37059,9073,5902,473995
63462,5588,56272,195273
330429,299517,10217,54866
208705,55460,141256,355096
127377,79729,46050,239204
370801,228068,53244,105999
410744,236736,141267,355188
295491,98916,111978,87406
256657,85994,71651,480487
332454,329324,542,458222
432132,46992,125533,191336
244968,191208,46394,345862
209931,100531,37341,469429
389077,311746,151,65565
115292,27412,55364,463197
282325,155444,65924,392482
290192,26013,74013,132334
260160,147024,84843,97735
446096,318487,95927,28623
199626,191568,1111,82633
347006,302758,22320,116329
419789,200184,81558,353895
193290,63660,104192,122379
56534,47988,5834,365840
152476,53073,82363,61713
193787,157825,27952,241897
40798,13963,10342,85230
150636,107866,36998,121715
75538,6026,62738,310865
460781,48089,104127,62688
385378,295158,60728,201675
359506,213354,19019,280684
429482,95549,301580,388312
68019,8539,19541,65707
490323,295529,134427,210884
233838,206875,24049,288572
448403,361703,34289,315142
400725,184938,6335,76233
146252,55675,4321,63383
295929,213590,30534,324886
229845,41038,69690,434905
344794,326640,962,424218
61262,36147,13933,291770
488014,104929,354382,41993
109981,69214,15239,41423
24670,7748,12358,410458
151211,92526,27664,216806
171775,115891,36536,473942
328618,64772,11019,342313
68082,27498,20103,439534
463997,75122,92284,916
359703,275468,19543,208002
220332,216378,829,305612
452262,410698,24920,19772
437761,274013,63001,30094
10050,3238,6162,231561
197446,146854,1424,195715
307620,296846,10342,179393
287187,12980,242093,233810
174929,132050,28586,298094
135964,69317,851,200980
253248,92924,102025,306738
181278,18763,24186,342139
309995,36614,110441,92826
9553,5142,849,104738
65086,57988,1418,456043
271308,57604,109283,208989
50007,8219,11524,180459
272826,8711,150354,98540
184098,144733,2299,478879
404990,217854,60861,499519
365019,217463,42240,95953
314789,175366,49172,87862
464965,30803,277767,22348
429108,28095,306509,206950
72275,14474,52140,193432
265169,219678,20409,372822
322168,286303,8307,403230
411705,76281,214159,460564
150593,91963,30325,185057
27658,13823,7980,385468
215496,160599,34949,277719
116407,57507,31559,182474
474586,453772,19782,119178
10633,1701,5682,353509
431369,357302,45572,335173
433788,66346,234977,135136
498698,376651,82140,78814
373703,141149,12065,258389
498124,258627,143527,205462
454389,447112,6580,223918
223032,221775,567,214659
287887,9207,150811,101604
333348,7561,249149,313458
304681,89621,134615,374036
380144,104138,187026,474091
72288,11423,37407,476746
72754,8663,41832,195658
269265,133568,122177,346639
491839,24374,379844,258414
296530,225836,63032,274338
377605,299577,55929,76705
180382,99260,17844,361773
25836,14621,4370,44772
468075,391399,15592,112276
67067,28804,3639,168906
211489,60438,108071,189574
202870,48050,64591,68327
278955,268128,2079,203131
436111,13988,1055,143775
140154,81692,895,256043
449591,11396,31635,329486
114159,108147,1819,51975
212572,89672,67171,362948
442942,203689,50458,66392
177504,10319,55921,294725
42149,39335,2620,364842
154776,24753,102608,383643
77299,56321,18426,394548
202158,29861,104020,439293
376789,325862,38382,120035
127469,56545,49871,228723
196894,65256,45060,85444
279374,103365,136224,456452
45955,8361,33202,130492
424773,302120,53061,384603
398301,344556,9356,179381
225350,121325,97847,39403
200426,154467,23289,285651
459165,268059,130430,64136
22065,11660,8715,219145
200448,21782,167031,43510
127186,105929,20623,470806
327961,136464,183705,248718
25367,17404,4403,25492
267027,230735,14248,393226
308078,276172,1174,260577
381032,250555,47636,66495
80350,42497,11812,279258
47030,23624,5584,55072
465012,411142,22032,342202
202247,41014,123064,159537
4871,254,4507,238864
402922,357889,38783,301643
466535,409951,43515,1637
2416,191,605,498044
488844,6064,471183,395695
161288,140860,17242,419418
343643,151915,165654,345016
79465,45509,5310,156951
41721,41210,478,482730
368613,200676,135109,388215
359728,326074,11591,147924
289795,190513,65823,241113
385490,253344,104691,411178
202413,27275,120481,26178
101693,17596,49104,276312
235395,101148,80163,430619
185417,161859,20027,141539
339027,163282,57275,206437
373751,118491,197448,295875
224675,204927,15449,20409
266063,124619,111388,85091
3562,366,2794,464399
4023,789,3108,33757
244228,33234,32591,228459
383493,260047,43674,239926
76749,30887,16254,411775
457656,19373,134297,179672
216300,13663,90507,294243
21216,18827,707,411869
32993,8056,23110,145399
2550,1251,876,90595
379630,28220,332831,366151
402546,142362,85749,442534
386877,9195,224216,86664
297703,66960,139973,131578
11142,4257,1597,412888
22563,9796,9888,363998
182628,11035,71569,283426
195341,139843,1979,102933
175512,133999,37058,436006
128107,10991,29601,71962
12381,10409,611,233934
244411,190145,1211,456878
104527,80938,14076,492068
477353,112405,173093,355135
104549,80065,18131,235116
407282,212525,49716,388571
142172,22624,108948,234806
413590,23424,111721,371371
460987,440711,3780,368565
122719,21533,32579,386599
485779,223893,250671,371515
247958,244462,2659,124889
315880,261014,22511,361429
216982,63521,129776,470486
187080,28218,87558,326400
87048,44089,30291,228570
486984,20002,447050,100833
480113,387216,45730,447247
479398,9393,350281,315594
152065,30180,35047,302023
236372,164170,65517,244832
200094,159636,34216,408415
461429,193930,79891,204402
291378,174709,771,213779
446289,309036,53889,149536
493331,490244,1900,70910
303425,115706,147258,183129
60468,14676,6587,461442
416304,55409,244247,20014
141286,28747,34298,402553
230529,183399,39911,346845
141713,44478,69064,155701
75686,8378,48376,134556
11512,6912,3047,452085
125711,115170,9882,257078
419558,126929,51881,175654
356923,104928,17568,119857
425673,68850,350949,109515
65386,65070,81,198743
491614,318917,84368,440760
38409,24993,5792,425254
335101,29459,116498,166047
487669,10946,398474,217882
8228,1882,6209,454839
492605,210679,66640,158273
179531,150690,9154,123158
275135,169444,67540,409794
229137,183288,14223,217365
193523,67296,22281,458202
122754,635,89759,440232
380458,201810,41447,139028
174297,160862,901,479444
19197,16811,1663,212405
151273,17560,106463,268887
89401,59974,9029,479671
320334,143343,45048,83840
352672,304133,14370,385618
66944,6470,55062,159964
449210,10824,286325,316091
111466,77230,8552,244445
495102,258821,172390,481249
385190,193582,78920,390615
328401,38638,151843,337566
438622,24535,325788,731
455082,88338,257218,223330
380683,196178,46055,74212
184486,174086,9432,255767
220969,206593,5331,341569
433893,141210,231253,50793
134116,94270,3554,3667
303460,224560,3166,388871
354748,4933,248302,458093
283167,52130,164596,353325
106490,102594,533,257418
424553,330706,86325,421307
333089,127607,160613,258161
22748,3821,1011,400025
77712,30711,4430,205272
378603,91801,248544,27605
73587,14900,13573,177858
409983,64416,7804,105307
54054,46407,449,334928
346666,166786,161952,335713
467727,436877,17577,45879
103095,24007,43954,291990
262475,157130,31249,6413
235214,43815,70230,34833
460671,128749,121780,166060
415225,262154,149761,240896
206908,133133,26470,465633
492795,191766,7185,121290
362443,273077,73544,411616
235822,220631,5980,460393
191461,16466,32944,184820
391273,176806,161407,40347
64398,35704,15923,301471
243865,175462,7285,250566
337554,4738,118129,17873
392732,231677,42714,399253
243601,19478,212427,227009
46306,25158,11719,449079
54559,50652,2360,383730
183368,39689,32293,163035
279416,244994,5984,223604
93957,20801,46421,272586
365354,312216,48886,480229
269457,222084,17275,209231
303230,63223,210810,489666
13029,7394,2779,250197
231210,126427,38567,216617
164505,145392,6032,324182
166849,69130,29376,275632
338094,261744,15968,237690
198018,33859,162063,217904
228862,24437,141830,217097
159476,59631,95152,469058
153100,114734,10260,305170
115066,21572,78350,330225
146065,75251,10077,230936
176955,18892,53081,233616
415208,238432,61210,199257
389450,15929,249110,325838
363894,111202,84533,307560
306962,211383,68981,235852
408449,254000,27018,191278
99110,87678,7717,426649
200208,184257,11680,467382
2712,2186,292,35448
78745,63414,7256,290973
139867,23008,97539,15280
319757,271051,30562,352627
243311,118551,84060,119603
162434,7772,102704,165150
361012,39923,164391,56559
262434,139515,97190,101751
312617,15841,227733,297493
459883,319399,2123,120805
434041,281895,9891,398514
328766,217037,1533,189488
302283,101167,79277,56957
432637,11864,322006,444101
173339,139040,27276,489869
240823,28881,55223,269247
189960,171165,16075,361668
242264,66359,13392,374338
288405,110999,93099,348569
449865,12003,107856,254980
183036,125422,34774,252760
70926,10241,44247,220171
206697,133354,73081,18944
322742,145831,128866,308044
308327,105205,44700,47393
362828,73722,264176,481169
102584,10896,27710,265348
203711,151966,22784,149751
164791,40480,112366,150306
112127,58900,17948,438008
250505,45403,52959,58523
59482,43974,11785,213795
455481,419958,32693,46115
30737,18741,26,498938
239633,17924,219131,370387
379491,357612,14206,92119
393570,246776,62954,369313
236078,156910,21196,488226
245219,120104,15305,52485
431796,61820,83530,318223
437404,356579,56740,454132
22887,918,21746,86678
213270,141072,44843,135901
462892,100380,325419,29126
431773,355658,62003,202152
266405,114936,110172,311385
463819,198325,109580,325990
46493,34916,11217,135585
328089,268170,10302,35499
276222,147943,10689,59698
484980,168407,278767,340613
94419,67348,26392,430800
96759,46132,11029,385082
112011,97135,4232,375845
141873,136966,1042,330915
411578,195674,143396,450564
327272,198322,96931,159626
437204,378407,31353,35689
289627,118610,94721,488500
490166,357763,9467,356091
214586,127771,74244,170986
429362,312589,47909,6618
256931,252063,1160,3586
30521,1440,8981,9148
319925,198130,47007,314883
338778,119516,102731,178406
470560,189777,36080,463639
125890,12775,39149,6859
355156,210626,100840,313948
456004,68215,154360,135775
69382,35675,26107,357301
469634,217441,64682,267835
105147,100262,611,159623
149764,124444,10378,238069
133105,19497,49416,360551
186822,111847,50064,418585
24775,12831,7101,469949
124319,87153,4438,143448
415384,217298,147043,109654
291934,105680,89238,44570
392284,81734,152802,394187
139989,139282,224,47020
333921,147341,175648,144201
314355,280089,4047,234429
142923,7863,104574,493160
486715,288233,144972,379150
13874,10712,2076,97721
67576,56234,5816,410410
450114,265670,143685,450505
159246,89121,67435,303497
309396,241065,29703,205284
6238,1629,3093,209953
344369,118807,12861,255401
391719,238136,66637,252631
195082,175273,9499,51398
78479,39843,34480,133007
116540,37420,30172,445767
194446,165028,23071,134247
232614,200661,19710,80034
243471,96167,41264,250770
170076,121567,37588,385843
380689,339565,24024,272912
377543,218832,61446,404154
238738,206186,28973,488691
64094,34362,16459,215953
474283,54702,235927,178193
427931,327108,73476,162393
233215,227022,3028,252525
376883,169897,1671,205357
20746,8421,2138,190770
415569,94748,80817,15041
373481,257158,112061,147095
48460,23652,23749,483115
212346,143306,30001,201185
44550,26582,10642,114891
138340,82089,55876,417516
357529,58304,172604,202564
239792,165871,27376,112122
492156,427070,17795,493380
437612,1850,79110,29030
400482,386346,11495,337959
132638,91755,512,274349
180882,168304,12154,250201
65870,45531,16237,66999
451452,404834,2943,28740
449054,331392,40591,342277
48635,8201,378,269973
445160,352776,78661,435351
362414,118506,74077,14874
360899,187317,94898,101253
154013,111661,24238,217332
168357,26633,89898,420076
269665,251546,6227,295489
231175,224373,4606,101019
311788,159217,105452,141045
355953,107607,70886,431947
362930,237994,107222,300455
491015,97323,191202,204060
173073,135397,34719,486316
432692,122028,63684,50984
114797,109378,4123,279187
451493,104088,23377,84245
3726,3605,37,240873
159970,91330,13227,330155
231830,1598,8731,471445
251139,193736,30595,159459
336686,49584,68827,82555
13913,8934,3212,359495
69971,39765,4904,92534
443448,245964,158398,259574
220166,40785,54173,11028
409984,166336,113864,31098
1098,98,75,351418
377107,340292,24985,349851
4360,1840,430,388796
427545,410149,9543,25344
287961,88045,49199,336392
392128,164110,18971,415566
353671,213514,117858,449307
101271,98765,733,155909
158289,150314,1206,370791
250136,58503,88984,470370
225618,219534,919,427108
120733,5002,4345,273083
230366,120688,17765,230609
312853,257516,24698,83890
424348,45825,291168,273705
252528,41822,127141,113251
260490,156058,8874,328463
34007,28420,4374,173940
249175,205901,42866,279716
171342,103425,37126,396326
88308,50033,19102,139866
422158,324836,62976,226647
158641,141641,14502,434428
137250,43724,66121,192690
153706,111842,9736,412580
339854,284084,21496,194015
222444,161903,57952,178040
197229,11255,128102,495513
289762,26862,129049,337388
165943,54512,58022,159403
434828,112279,2710,152447
265889,120537,40237,74272
10291,604,7277,308069
87677,30996,45752,269388
494536,477788,11525,379897
7140,2634,1608,373023
197199,91654,32844,137371
485582,258256,57831,347194
191943,24506,84062,237352
251012,106967,101740,296376
133498,65298,62915,219100
275747,43674,45036,431145
205039,110229,87444,252777
195897,185792,8828,256191
458302,102483,286159,83449
268951,42089,114879,105717
29027,1575,14686,361357
376454,61764,90085,15023
322134,90485,216284,290689
294895,93272,121444,422616
197386,183270,11356,434854
488241,239876,157881,47279
279195,184928,48119,100640
22622,18692,3503,327388
199887,129242,9626,261073
341243,211616,24297,459305
102107,88981,6152,14518
208870,154502,6344,350913
141609,29650,995,437188
248653,161884,53375,351764
27766,16217,10747,187781
129369,76149,41092,58351
304210,179733,121622,20035
330870,176882,32765,280380
207851,127668,13421,113182
427180,85068,23018,488297
95553,68767,6955,342394
49317,27355,21299,57600
432358,213426,162266,20053
137296,50361,79966,250199
366950,308523,6241,115539
284188,221044,2422,418609
462195,228647,220868,408494
329402,21545,216162,264133
20105,610,13891,259788
92151,60716,26040,96637
339592,315990,1516,218985
270230,224759,42473,378328
347380,107158,41975,109333
257378,54907,21567,142112
175693,123031,31684,57892
248534,217746,13134,54080
488463,160144,141497,170742
160038,57408,94735,367956
284068,61268,12266,475324
197619,171875,19530,24096
268116,202176,64852,285585
270877,171009,1217,229330
165513,77575,15418,410016
29245,18516,224,454002
42561,12815,909,437804
404654,322013,82406,220825
489462,420243,36084,387069
304859,29193,145445,454982
486326,158314,134541,231940
286744,110661,126659,281121
127221,22658,84454,256376
209628,117050,62892,7699
320995,137961,80476,413662
149858,136769,3122,354718
15761,10244,4632,115447
128721,53823,27213,60396
100193,64673,11120,164575
334122,272349,21920,277418
144637,88894,54532,202328
63219,56259,6122,228145
362135,162740,132155,16843
323968,27433,285806,8511
394615,63969,222640,181135
452570,116516,197955,94000
178708,110364,41987,129135
454355,372031,20087,443340
286338,36313,75723,86869
239663,198355,37699,66736
301627,175287,4985,27386
77547,49298,21468,30682
470701,336401,99164,60300
75712,60569,11607,323395
93785,38405,6449,432871
420388,243539,139912,45289
20321,7318,11273,21618
111482,85779,25242,31299
286476,183292,30466,466055
434117,107146,294905,155939
280144,203419,61753,224982
236196,115025,107890,302403
158136,155788,1725,387633
356733,223567,17348,404767
292791,230728,55750,114101
242372,1056,81850,294826
91989,24005,50670,199777
41546,8463,31008,80255
405469,132723,251964,128489
359161,4250,124445,370993
489635,316091,2921,213116
307481,15381,17066,280220
351705,139420,178847,300447
265411,45110,97615,23834
402884,226814,79596,478504
220795,68316,101669,277076
114575,20052,47920,252869
131429,41609,51339,173326
377079,7005,102703,87164
202990,100301,59600,458643
126302,54072,13645,244956
1535,156,1364,199146
128348,73453,21470,227536
384195,331713,14180,93245
453654,306447,33170,381427
42623,22782,3232,126201
210912,90374,18074,70184
319100,238432,24136,447664
101376,7556,62012,290328
401086,304019,5262,145618
81548,2385,39419,81750
254029,253269,631,404101
19347,1763,17075,448284
210503,151181,51386,299248
180720,3965,110677,12564
111159,63109,10473,266060
172774,97730,33532,162932
424249,358608,37329,90970
26439,2065,12755,33432
198113,51300,112769,383860
33808,16798,10507,323430
206531,87023,27755,486717
352079,183385,31430,396698
331158,217918,18387,86176
306822,300646,1954,270699
63047,5008,1152,421774
112956,1846,95839,157467
309630,183329,42466,210276
129026,40673,51300,103370
101477,70832,19591,263720
227196,146131,5037,378580
212870,23969,125254,75882
135232,125037,1627,328321
438672,150846,137820,43546
440394,169183,42558,313202
349360,172169,149973,157431
207605,124462,5081,36940
235220,39349,20990,101289
195925,124584,50329,53407
